Farmer_ID,First Name,Last Name,Phone Number,Age,Gender,State of Residence,Education_Level,Years_in_Farming,Has_Bank_Account,Bank Account,Bank Name,Digital_Literacy_Level,Cooperative_Member,Agribusiness_Training
FARMER_583,Funke,Nwosu,07041865953,27,Female,Osun,Primary,8,False,,,High,True,False
FARMER_584,Sola,Umeh,09150073848,28,Female,Kwara,Tertiary,14,False,,,Medium,False,True
FARMER_585,Chijioke,Okafor,07017896605,33,Male,Benue,Tertiary,7,False,,,High,True,False
FARMER_586,Musa,Umeh,08075152073,31,Female,Yobe,Primary,2,False,,,Low,True,True
FARMER_587,Ngozi,Adedoyin,09087504713,25,Female,Gombe,Tertiary,3,True,2648170640,First Bank,High,False,False
FARMER_588,Musa,Ogbonna,07045030571,34,Female,FCT,Tertiary,10,True,6843681985,First Bank,High,False,True
FARMER_589,Aishat,Ibe,07034135595,35,Female,Kogi,None,9,False,,,High,True,False
FARMER_590,Tunde,Adebayo,09020739064,29,Female,Edo,Primary,13,True,9104964464,Keystone Bank,High,True,False
FARMER_591,Kemi,Okeke,08111367138,34,Female,Ondo,None,5,True,4903102826,Union Bank,Low,False,False
FARMER_592,Chijioke,Okafor,09086492617,31,Female,FCT,Primary,2,False,,,Medium,True,False
FARMER_593,Chijioke,Adebayo,08141099880,33,Female,Ondo,None,3,True,4411106678,Sterling Bank,High,True,False
FARMER_594,Ijeoma,Onwudiwe,09063437257,31,Female,Katsina,Secondary,8,True,7805536103,Access Bank,High,True,False
FARMER_595,Adaobi,Ogundipe,07046966395,26,Female,FCT,Secondary,4,False,,,High,False,False
FARMER_596,Aishat,Mohammed,09071276060,21,Female,Enugu,Primary,14,False,,,Low,False,True
FARMER_597,Nneka,Ibe,09156693128,28,Female,Gombe,Secondary,2,True,4190058564,GTBank,Medium,False,False
FARMER_598,Ngozi,Ogundipe,09152390385,23,Male,FCT,None,2,False,,,Medium,True,False
FARMER_599,Kelechi,Onwudiwe,08081957093,32,Male,Anambra,Primary,6,True,1736375415,First Bank,High,True,True
FARMER_600,Chijioke,Mohammed,09133133629,22,Female,Niger,Secondary,8,True,0116870094,Sterling Bank,High,True,False
FARMER_601,Ifeanyi,Onwudiwe,09162023999,28,Female,Kogi,Secondary,7,False,,,Medium,False,False
FARMER_602,Sola,Okonkwo,09012331756,35,Female,Ondo,Primary,4,False,,,High,False,False
FARMER_603,Kemi,Obi,07014543641,30,Male,Cross River,Secondary,2,True,5927351840,Sterling Bank,High,True,False
FARMER_604,Kelechi,Olatunji,07035621689,28,Male,Benue,Secondary,9,True,4604821699,First Bank,High,False,True
FARMER_605,Sola,Ibe,08189919935,31,Male,Anambra,Primary,4,True,3256455006,Sterling Bank,Low,True,True
FARMER_606,Kemi,Olatunji,09061810399,35,Female,Bauchi,Secondary,9,True,2347041654,Keystone Bank,Low,True,True
FARMER_607,Zainab,Obi,08054989271,32,Female,Bauchi,Secondary,5,True,1330559860,Polaris Bank,Medium,False,True
FARMER_608,Ayoola,Obi,08080966652,26,Female,Ebonyi,Secondary,14,True,7240146903,FCMB,Low,True,False
FARMER_609,Ijeoma,Ogbonna,08063645673,25,Female,Ogun,Secondary,12,True,3570863995,Fidelity Bank,Low,True,True
FARMER_610,Kelechi,Onwudiwe,09154110702,18,Male,Gombe,Tertiary,12,True,6151117253,Fidelity Bank,Medium,True,False
FARMER_611,Femi,Olatunji,08172622194,21,Female,Osun,Primary,11,True,6287069520,Union Bank,Low,False,False
FARMER_612,Adaobi,Yusuf,09136884768,31,Male,Anambra,Tertiary,11,False,,,Medium,False,False
FARMER_613,Segun,Okonkwo,08073955670,19,Male,Adamawa,Tertiary,14,True,0746764830,Union Bank,High,False,True
FARMER_614,Funke,Onwudiwe,09034809537,33,Female,Akwa Ibom,None,7,True,6708024534,Ecobank,Medium,False,True
FARMER_615,Tunde,Adebayo,09155602338,20,Male,Katsina,Tertiary,12,False,,,Medium,True,True
FARMER_616,Sola,Nwosu,09091296946,25,Male,Bayelsa,Tertiary,5,False,,,Medium,True,True
FARMER_617,Aishat,Obi,08147179614,23,Male,Jigawa,None,2,True,4194630089,Access Bank,High,False,False
FARMER_618,Ijeoma,Nwachukwu,09080488803,33,Male,Bauchi,Secondary,6,True,6015370032,Union Bank,High,True,False
FARMER_619,Segun,Mohammed,08027114353,33,Female,Cross River,Secondary,7,False,,,High,False,True
FARMER_620,Ifeanyi,Okeke,09166150138,24,Female,Kano,Tertiary,14,True,1767600668,Fidelity Bank,Medium,False,False
FARMER_621,Segun,Onwudiwe,07061170379,30,Male,Ogun,None,11,False,,,Medium,False,True
FARMER_622,Musa,Ojo,09126112624,30,Female,Nasarawa,Secondary,13,True,9746668325,Fidelity Bank,Medium,True,False
FARMER_623,Adaobi,Okeke,09135082544,22,Male,Jigawa,None,6,True,5743811667,GTBank,Medium,True,True
FARMER_624,Aishat,Umeh,08146082682,35,Female,Kaduna,Primary,13,True,6124172297,Jaiz Bank,Medium,False,False
FARMER_625,Zainab,Ojo,08081608682,32,Female,Akwa Ibom,Primary,14,False,,,Medium,False,True
FARMER_626,Ngozi,Ayodele,08140416665,35,Female,Cross River,Primary,3,False,,,Medium,False,True
FARMER_627,Segun,Alabi,08089730738,19,Female,Yobe,Primary,10,True,3992997877,Ecobank,Low,True,True
FARMER_628,Ibrahim,Alabi,08107804183,27,Female,Oyo,Tertiary,8,True,7764579705,Fidelity Bank,High,True,True
FARMER_629,Zainab,Balogun,08175661769,30,Male,Imo,Primary,3,True,4073675635,GTBank,Low,False,False
FARMER_630,Ayoola,Adeyemi,07047677482,35,Female,Kogi,Primary,14,True,2652834203,GTBank,High,False,True
FARMER_631,Funke,Okonkwo,08119647488,32,Male,Sokoto,None,5,False,,,Medium,False,False
FARMER_632,Tunde,Adeyemi,07017900618,29,Male,Bauchi,Secondary,9,True,2065227397,Zenith Bank,Low,True,False
FARMER_633,Musa,Alabi,08174356022,32,Female,FCT,None,11,False,,,Medium,False,False
FARMER_634,Uchenna,Nwosu,08103530637,30,Male,Akwa Ibom,Tertiary,5,True,0160736054,Ecobank,Low,True,False
FARMER_635,Uchenna,Ibe,08068189440,35,Female,Kaduna,Primary,7,False,,,Low,False,True
FARMER_636,Halima,Ojo,07034685374,32,Male,Ogun,Secondary,11,False,,,Medium,True,False
FARMER_637,Femi,Obi,08168273526,28,Male,Akwa Ibom,Secondary,14,True,8667580351,Polaris Bank,Low,True,False
FARMER_638,Sola,Ayodele,08110183351,20,Female,Anambra,Primary,7,True,2846668078,First Bank,Low,False,False
FARMER_639,Kemi,Umeh,09151173872,24,Female,Kwara,Primary,5,True,6416961335,First Bank,High,True,False
FARMER_640,Ibrahim,Okonkwo,08144249231,31,Female,Oyo,Tertiary,2,True,8584787107,GTBank,Medium,True,False
FARMER_641,Sola,Olatunji,08137940451,31,Female,Ebonyi,Tertiary,5,True,4665432599,Union Bank,Medium,True,True
FARMER_642,Chijioke,Ibe,07047571889,30,Male,Zamfara,Primary,7,True,7969804445,Wema Bank,Low,False,False
FARMER_643,Emeka,Ojo,07032038130,29,Female,Abia,Primary,7,False,,,Medium,True,False
FARMER_644,Zainab,Okafor,08143817707,26,Male,Cross River,Primary,4,True,2868488656,Union Bank,High,True,True
FARMER_645,Ayoola,Adebayo,07083123411,18,Male,Imo,Primary,1,False,,,High,False,False
FARMER_646,Ngozi,Balogun,09011951552,28,Male,Abia,Secondary,6,False,,,Medium,True,True
FARMER_647,Bayo,Okafor,09125138500,35,Male,Akwa Ibom,Tertiary,13,False,,,Medium,True,True
FARMER_648,Ibrahim,Abubakar,08161041558,29,Male,Nasarawa,Primary,14,True,5544232420,GTBank,High,True,False
FARMER_649,Kemi,Balogun,09086387659,18,Male,Oyo,Primary,3,True,0991999480,Fidelity Bank,Medium,False,False
FARMER_650,Halima,Ibe,09095086036,34,Female,Nasarawa,Secondary,11,True,9463995285,Access Bank,Low,True,False
FARMER_651,Amina,Ogundipe,09094918231,22,Male,Kogi,None,5,True,1885742764,Keystone Bank,Medium,False,False
FARMER_652,Funke,Onwudiwe,08157840434,20,Male,Osun,Primary,4,True,8948119809,Union Bank,Low,True,True
FARMER_653,Funke,Abubakar,08022355471,19,Male,Delta,Secondary,13,False,,,High,False,False
FARMER_654,Emeka,Mohammed,08107544659,20,Female,Borno,Secondary,2,True,0465891074,Keystone Bank,Medium,False,True
FARMER_655,Kelechi,Alabi,09150264953,25,Female,Lagos,None,12,True,2224689790,Ecobank,High,True,True
FARMER_656,Bayo,Ibe,09021677815,33,Male,Kebbi,Tertiary,7,False,,,Medium,True,True
FARMER_657,Adaobi,Danjuma,08075819018,23,Female,FCT,Tertiary,14,True,6128310810,Stanbic IBTC,Low,False,False
FARMER_658,Ngozi,Okafor,09153602157,30,Male,Delta,Tertiary,5,True,6485470306,GTBank,Medium,True,True
FARMER_659,Chinedu,Nwachukwu,08037642642,33,Female,Kano,Primary,14,False,,,High,False,False
FARMER_660,Nneka,Adebayo,08072769979,33,Male,Kogi,Tertiary,7,True,3834247250,Polaris Bank,Low,True,False
FARMER_661,Ijeoma,Eze,08145658809,20,Female,Abia,Primary,9,True,8611995540,Keystone Bank,Medium,False,True
FARMER_662,Chijioke,Ayodele,08160591204,30,Female,Adamawa,Primary,4,True,3925753589,Jaiz Bank,High,True,False
FARMER_663,Zainab,Ibrahim,08096744211,31,Female,Kaduna,Secondary,5,False,,,High,False,True
FARMER_664,Aishat,Ogbonna,09158342810,25,Male,Enugu,Tertiary,9,True,5283002685,Jaiz Bank,Medium,True,True
FARMER_665,Ngozi,Balogun,08061869118,29,Male,Borno,Tertiary,13,True,9078210895,GTBank,High,True,False
FARMER_666,Ifeanyi,Ibrahim,09098696448,25,Male,Edo,Tertiary,10,True,1484345634,Stanbic IBTC,Low,True,True
FARMER_667,Ifeanyi,Eze,09153165825,26,Female,Nasarawa,Primary,11,True,4302094584,Zenith Bank,Medium,True,False
FARMER_668,Emeka,Yusuf,08179500435,18,Female,Niger,Primary,14,True,9015826879,Polaris Bank,Low,True,False
FARMER_669,Kelechi,Obi,08141799740,23,Male,Ondo,Tertiary,13,True,7434168846,Wema Bank,High,True,False
FARMER_670,Sola,Balogun,08142666655,28,Female,FCT,Primary,4,True,0225740147,Polaris Bank,High,False,False
FARMER_671,Nneka,Umeh,08169504953,28,Male,Abia,Primary,5,True,8139493127,First Bank,High,True,True
FARMER_672,Zainab,Okafor,08119720977,30,Male,Ogun,None,13,True,3395772549,Union Bank,Low,False,True
FARMER_673,Ibrahim,Olatunji,09070410986,28,Male,Akwa Ibom,None,5,True,6214580747,GTBank,High,True,True
FARMER_674,Kelechi,Eze,09124107262,35,Male,Jigawa,Tertiary,8,True,3623783092,Polaris Bank,Medium,True,True
FARMER_675,Zainab,Ogundipe,09070115148,32,Female,Sokoto,Tertiary,13,True,9264211891,Stanbic IBTC,Medium,True,True
FARMER_676,Tunde,Okonkwo,09077215099,18,Female,Plateau,None,4,True,6346064162,Fidelity Bank,High,False,False
FARMER_677,Ngozi,Okeke,07068743671,24,Female,Ondo,Primary,4,False,,,Medium,False,True
FARMER_678,Ngozi,Onwudiwe,08110280444,30,Male,Lagos,Primary,13,False,,,Low,True,False
FARMER_679,Halima,Ojo,07013741809,29,Female,Nasarawa,Secondary,7,True,5589404652,Zenith Bank,Low,False,True
FARMER_680,Ijeoma,Nwosu,09083359053,35,Male,Borno,Tertiary,11,True,1729501750,Wema Bank,High,True,True
FARMER_681,Bayo,Ogbonna,08186622825,32,Male,Kaduna,Tertiary,5,True,3524638705,Access Bank,Medium,True,True
FARMER_682,Kemi,Umeh,09097775136,25,Male,Kebbi,Tertiary,6,True,9324814064,First Bank,Medium,True,False
FARMER_683,Zainab,Nwachukwu,08083000456,27,Male,Ondo,Secondary,6,True,5499346496,GTBank,High,True,True
FARMER_684,Chinedu,Okeke,08112210096,24,Male,Rivers,Secondary,12,True,3456338366,Ecobank,Low,True,True
FARMER_685,Tunde,Adedoyin,07089671816,35,Male,Taraba,Primary,6,False,,,High,False,False
FARMER_686,Ngozi,Nwachukwu,08088624969,33,Female,Akwa Ibom,None,14,True,1701589202,Fidelity Bank,Medium,True,False
FARMER_687,Aishat,Ibrahim,09017667272,23,Female,Kaduna,None,10,True,9618819987,Polaris Bank,Medium,False,True
FARMER_688,Chijioke,Ogbonna,08163309244,26,Female,Delta,None,5,False,,,High,True,False
FARMER_689,Aishat,Danjuma,08126141726,30,Female,Niger,Primary,13,True,9173386708,Fidelity Bank,Low,True,False
FARMER_690,Oluchi,Ogundipe,09087105248,25,Male,FCT,None,13,True,4730276436,GTBank,Low,False,False
FARMER_691,Chinedu,Alabi,07066003133,33,Male,Ebonyi,Secondary,5,False,,,High,False,True
FARMER_692,Emeka,Adeyemi,08035944877,30,Female,Nasarawa,Secondary,9,False,,,Medium,False,True
FARMER_693,Segun,Eze,07010984593,30,Female,Kwara,Tertiary,13,False,,,Low,True,True
FARMER_694,Emeka,Onwudiwe,08054690590,34,Female,Ekiti,None,8,True,4075308381,Keystone Bank,High,False,False
FARMER_695,Sola,Okeke,09097225962,22,Female,Plateau,Secondary,4,True,0198271272,Polaris Bank,Medium,False,True
FARMER_696,Ngozi,Okafor,09158630671,34,Female,Zamfara,Tertiary,7,False,,,Low,True,False
FARMER_697,Ngozi,Ogbonna,08120923764,26,Female,Anambra,None,8,True,8750705076,Fidelity Bank,Low,True,True
FARMER_698,Femi,Ibrahim,09089033742,19,Female,Ekiti,None,12,False,,,High,True,True
FARMER_699,Segun,Olatunji,09184681590,35,Female,Cross River,Secondary,9,True,4357286219,UBA,Medium,True,True
FARMER_700,Adaobi,Balogun,07064096260,26,Male,Sokoto,Tertiary,5,True,9340909177,FCMB,Low,True,True
FARMER_701,Nneka,Eze,08169806808,23,Male,Zamfara,Tertiary,3,False,,,High,False,False
FARMER_702,Segun,Eze,09064728489,28,Male,Benue,Secondary,13,True,9253027668,Ecobank,Low,True,False
FARMER_703,Uchenna,Olatunji,08093951877,23,Male,Abia,Secondary,4,True,5042171768,FCMB,Medium,False,False
FARMER_704,Funke,Ojo,08083114654,23,Female,Edo,Secondary,10,True,2020530690,Stanbic IBTC,Low,False,False
FARMER_705,Ifeanyi,Okafor,08131763180,30,Male,Katsina,None,6,True,6756331815,Sterling Bank,Medium,True,False
FARMER_706,Tunde,Okeke,08031068487,28,Female,Ebonyi,Secondary,10,True,0161358241,Wema Bank,Low,True,False
FARMER_707,Kelechi,Obi,07032654960,31,Male,Enugu,Secondary,11,True,4830398990,Jaiz Bank,Low,True,True
FARMER_708,Ijeoma,Ogundipe,08087608345,19,Female,Sokoto,Primary,5,True,6690157238,Zenith Bank,High,False,False
FARMER_709,Aishat,Yusuf,08121503752,25,Female,Sokoto,Secondary,9,False,,,Low,False,False
FARMER_710,Halima,Nwachukwu,07082176941,20,Male,Lagos,Secondary,13,True,2217927549,Zenith Bank,Medium,True,False
FARMER_711,Femi,Danjuma,08130322684,20,Male,Anambra,None,11,False,,,High,False,False
FARMER_712,Kemi,Adeyemi,09037917418,18,Female,Nasarawa,Tertiary,11,True,2573843738,Union Bank,Medium,True,False
FARMER_713,Chijioke,Okonkwo,09085316373,35,Female,Gombe,None,14,True,1037101467,Zenith Bank,Medium,False,False
FARMER_714,Ayoola,Adedoyin,09032418050,34,Female,Delta,Primary,3,True,6877387999,Wema Bank,High,True,True
FARMER_715,Femi,Adebayo,08181943176,30,Male,Adamawa,Secondary,2,False,,,Medium,True,True
FARMER_716,Chinedu,Balogun,09012160184,20,Male,Taraba,Secondary,6,False,,,Low,True,False
FARMER_717,Segun,Adedoyin,08027221799,18,Female,Kaduna,Secondary,13,False,,,High,True,False
FARMER_718,Nneka,Nwosu,07010849582,21,Male,Bayelsa,Secondary,7,True,8682480364,Sterling Bank,Low,True,True
FARMER_719,Nneka,Adebayo,08187235851,30,Female,Kaduna,Secondary,5,True,8936817240,Zenith Bank,Low,False,True
FARMER_720,Tunde,Adeyemi,08034097543,34,Male,Borno,Secondary,1,False,,,Medium,True,True
FARMER_721,Adaobi,Nwosu,09034250791,28,Male,Enugu,Primary,3,False,,,Medium,False,False
FARMER_722,Musa,Adedoyin,09122906145,19,Male,Delta,Secondary,3,False,,,Low,True,True
FARMER_723,Aishat,Okonkwo,08069417186,33,Male,Akwa Ibom,Secondary,12,True,7387580651,First Bank,High,False,False
FARMER_724,Uchenna,Okonkwo,08038083042,19,Male,Ondo,Secondary,14,False,,,Low,False,True
FARMER_725,Sola,Ojo,07087087096,33,Female,FCT,Primary,4,True,2207354266,Stanbic IBTC,Low,False,True
FARMER_726,Ibrahim,Ayodele,08161363150,26,Female,Kogi,Secondary,14,True,1814505158,Keystone Bank,Medium,True,False
FARMER_727,Adaobi,Ibe,07081356778,18,Male,Kogi,Primary,10,True,5665323827,Keystone Bank,Medium,True,True
FARMER_728,Bayo,Abubakar,07087738540,27,Female,Jigawa,None,6,True,5402387245,UBA,Low,False,True
FARMER_729,Emeka,Alabi,09053451765,18,Female,Kaduna,Secondary,5,False,,,Low,True,True
FARMER_730,Sola,Eze,09124366981,19,Male,Ogun,Tertiary,1,False,,,Medium,True,True
FARMER_731,Oluchi,Ogundipe,09090319011,33,Female,Nasarawa,Primary,6,False,,,Low,True,False
FARMER_732,Segun,Ojo,07064856295,29,Male,Delta,None,14,True,5435612022,GTBank,Medium,False,True
FARMER_733,Bayo,Ogundipe,07034470108,25,Female,Anambra,Primary,14,True,4548244702,Wema Bank,Low,False,False
FARMER_734,Ifeanyi,Umeh,09186436356,35,Female,Adamawa,Primary,9,False,,,High,False,True
FARMER_735,Bayo,Umeh,09084583723,19,Female,Akwa Ibom,None,11,True,0024314313,GTBank,High,True,False
FARMER_736,Halima,Ibrahim,09127034197,30,Female,Benue,Secondary,1,False,,,Low,True,False
FARMER_737,Funke,Nwosu,09121179711,23,Female,Gombe,Secondary,8,True,0172731132,Ecobank,Medium,False,False
FARMER_738,Kemi,Obi,08075432769,23,Female,Oyo,Primary,8,True,8051398805,First Bank,Low,True,False
FARMER_739,Ifeanyi,Balogun,07063513944,26,Female,Delta,None,3,True,3773729913,UBA,Low,True,True
FARMER_740,Nneka,Yusuf,07069919556,33,Male,Kaduna,Secondary,13,False,,,Medium,True,True
FARMER_741,Chijioke,Ayodele,09124299515,28,Male,Ogun,Primary,9,True,3799994020,GTBank,Low,True,False
FARMER_742,Kemi,Adedoyin,09083140610,24,Male,Imo,Tertiary,11,True,8663983440,Access Bank,Medium,True,True
FARMER_743,Chinedu,Olatunji,07014006529,27,Male,Ogun,None,13,False,,,Low,True,True
FARMER_744,Segun,Ibrahim,09011086993,27,Female,Kaduna,Tertiary,13,True,8096141257,Union Bank,Medium,True,True
FARMER_745,Ijeoma,Okonkwo,09133699318,35,Female,Zamfara,Tertiary,11,False,,,Low,True,True
FARMER_746,Ngozi,Adeyemi,09053033452,26,Female,Kogi,Primary,8,True,9666777835,Stanbic IBTC,High,False,False
FARMER_747,Adaobi,Umeh,09087441787,32,Male,Kano,None,3,True,3705860710,FCMB,Medium,True,True
FARMER_748,Ngozi,Onwudiwe,08171502489,21,Male,Ekiti,Secondary,10,False,,,High,True,True
FARMER_749,Ayoola,Alabi,08109530621,25,Male,Ekiti,Secondary,5,True,6069011878,Wema Bank,Medium,False,False
FARMER_750,Tunde,Nwosu,09097711350,26,Female,Ebonyi,Primary,3,True,7025228980,FCMB,Medium,False,True
FARMER_751,Emeka,Adedoyin,08058354002,30,Male,FCT,Secondary,5,True,4893637319,GTBank,Medium,True,False
FARMER_752,Halima,Adedoyin,07041621960,26,Female,Imo,Secondary,9,True,2743107686,Fidelity Bank,Medium,False,True
FARMER_753,Kelechi,Eze,09014953442,21,Male,Ogun,Tertiary,12,True,8135919799,Jaiz Bank,Low,True,False
FARMER_754,Funke,Ogundipe,07049837025,34,Female,Kaduna,Tertiary,4,True,0923576313,Zenith Bank,Low,True,True
FARMER_755,Femi,Onwudiwe,07063811249,33,Male,Anambra,None,6,False,,,Medium,True,True
FARMER_756,Aishat,Adeyemi,08110260167,32,Female,Kebbi,Tertiary,3,False,,,Low,True,True
FARMER_757,Amina,Mohammed,08025886366,20,Male,Kebbi,Secondary,3,True,8758495409,Jaiz Bank,Medium,False,True
FARMER_758,Ibrahim,Danjuma,09035311274,22,Male,Zamfara,None,5,True,0005917264,Zenith Bank,Medium,True,False
FARMER_759,Oluchi,Ogundipe,08021121868,22,Female,Sokoto,None,8,True,7288793268,First Bank,High,True,False
FARMER_760,Halima,Abubakar,09188778491,32,Female,Rivers,Primary,14,True,6888331985,Polaris Bank,Medium,False,True
FARMER_761,Ngozi,Ibe,07039433885,35,Male,Rivers,Tertiary,8,True,2154344912,Keystone Bank,Medium,True,True
FARMER_762,Funke,Alabi,08151371166,32,Female,Edo,None,3,True,1836948358,FCMB,Low,False,True
FARMER_763,Musa,Ibrahim,08051106707,19,Male,Adamawa,Secondary,8,True,9889965507,Access Bank,Medium,False,True
FARMER_764,Oluchi,Ojo,08180175012,30,Female,Ogun,None,13,True,4514092369,Sterling Bank,Medium,True,True
FARMER_765,Chinedu,Ogbonna,08103001652,21,Male,Delta,None,11,True,8274817849,Jaiz Bank,High,False,False
FARMER_766,Nneka,Abubakar,08110172538,27,Female,Kebbi,Primary,13,False,,,Low,True,True
FARMER_767,Chinedu,Nwosu,09025087579,30,Male,Imo,Secondary,8,False,,,Low,True,False
FARMER_768,Halima,Nwosu,08029590257,27,Male,Nasarawa,Secondary,3,True,7556372969,Stanbic IBTC,High,True,False
FARMER_769,Femi,Abubakar,09056161894,26,Male,Akwa Ibom,Tertiary,10,False,,,Medium,False,False
FARMER_770,Chijioke,Nwosu,09162191117,25,Female,Benue,Secondary,13,True,6940451123,Zenith Bank,High,False,True
FARMER_771,Uchenna,Eze,09125031263,20,Male,Borno,None,10,False,,,Low,True,False
FARMER_772,Segun,Okeke,09082494888,33,Female,Kano,Secondary,2,True,1775097455,Sterling Bank,High,True,False
FARMER_773,Aishat,Ibrahim,09051941460,31,Female,Edo,Secondary,10,False,,,Low,True,True
FARMER_774,Nneka,Adeyemi,07063697813,26,Female,Taraba,None,2,True,4471498525,Fidelity Bank,High,False,True
FARMER_775,Chijioke,Alabi,08123591872,28,Male,Imo,Primary,9,True,4448597006,FCMB,Medium,False,False
FARMER_776,Ngozi,Okafor,09017893699,20,Female,Ogun,Tertiary,7,True,4878002506,Wema Bank,Medium,False,False
FARMER_777,Chinedu,Umeh,09162712461,22,Female,Delta,Tertiary,6,True,7974851487,Access Bank,Low,False,True
FARMER_778,Amina,Onwudiwe,09037840163,27,Female,Kebbi,Primary,7,True,5852216475,Jaiz Bank,High,True,False
FARMER_779,Kemi,Ojo,08056007772,30,Male,Rivers,None,8,True,4663876233,First Bank,Low,True,True
FARMER_780,Tunde,Ayodele,09134238590,21,Female,Kebbi,Tertiary,12,False,,,Medium,True,True
FARMER_781,Chinedu,Umeh,08188148401,30,Female,Zamfara,Primary,1,True,4360511924,Fidelity Bank,Low,False,True
FARMER_782,Segun,Onwudiwe,08058143375,29,Female,Ekiti,Primary,8,True,0903770416,UBA,Medium,True,True
FARMER_783,Adaobi,Yusuf,09136654853,22,Female,Niger,Primary,3,True,0176939342,Sterling Bank,Low,True,False
FARMER_784,Musa,Danjuma,09135367205,27,Male,FCT,Tertiary,3,False,,,High,False,False
FARMER_785,Emeka,Adeyemi,07038370830,26,Male,Kebbi,Tertiary,6,False,,,Medium,False,False
FARMER_786,Chijioke,Nwosu,08119402230,24,Female,Osun,Tertiary,4,False,,,Low,True,True
FARMER_787,Funke,Nwosu,08108115064,19,Female,Zamfara,Tertiary,4,True,9794727720,Stanbic IBTC,Medium,False,False
FARMER_788,Funke,Okafor,09169265933,24,Female,Sokoto,Secondary,4,True,3623413546,Sterling Bank,High,False,True
FARMER_789,Emeka,Umeh,09038163573,25,Female,Sokoto,Primary,10,True,9078839491,Union Bank,Medium,True,True
FARMER_790,Tunde,Onwudiwe,08053448785,24,Male,Taraba,Secondary,9,True,4221961954,Keystone Bank,High,True,False
FARMER_791,Segun,Balogun,09122258697,31,Male,Kaduna,Primary,8,True,7826172087,Jaiz Bank,Medium,True,True
FARMER_792,Musa,Onwudiwe,09035255430,22,Male,Borno,Tertiary,3,True,7680636282,Union Bank,High,True,True
FARMER_793,Funke,Danjuma,08055263425,35,Male,Rivers,Tertiary,1,True,0127665822,Ecobank,Medium,False,True
FARMER_794,Segun,Ogbonna,08088651468,29,Female,Ogun,Secondary,1,True,6916860445,Wema Bank,High,True,True
FARMER_795,Funke,Okeke,09092688997,34,Female,Zamfara,None,1,True,7676195309,Polaris Bank,Low,True,False
FARMER_796,Ibrahim,Ibe,08165311634,30,Male,Lagos,Tertiary,4,False,,,Low,True,False
FARMER_797,Ibrahim,Eze,08078968221,19,Male,Yobe,None,14,True,3373760467,Union Bank,Medium,True,False
FARMER_798,Kelechi,Abubakar,09024112845,30,Female,Imo,Primary,6,False,,,High,True,False
FARMER_799,Chijioke,Balogun,08184922072,24,Female,Kwara,Secondary,4,True,6123764696,Stanbic IBTC,Low,False,False
FARMER_800,Segun,Onwudiwe,08086077083,27,Female,Katsina,None,11,True,5629556524,Keystone Bank,Medium,True,False
FARMER_801,Ayoola,Ibe,08058943609,23,Female,Adamawa,None,11,True,6965226015,Fidelity Bank,Low,False,True
FARMER_802,Kemi,Umeh,07032551657,20,Female,Oyo,Tertiary,3,False,,,High,False,False
FARMER_803,Ayoola,Ogbonna,09182821835,20,Male,Rivers,None,8,True,7843306033,Ecobank,Medium,True,True
FARMER_804,Chinedu,Mohammed,09158792122,35,Male,Osun,None,14,False,,,High,False,False
FARMER_805,Kelechi,Olatunji,08172543934,28,Female,Edo,Primary,8,True,8756744944,Jaiz Bank,High,False,True
FARMER_806,Ngozi,Ogbonna,09029893780,22,Female,Edo,Secondary,6,True,2564157072,Fidelity Bank,High,True,False
FARMER_807,Ngozi,Olatunji,08138696725,32,Male,Kwara,Tertiary,9,False,,,Low,True,False
FARMER_808,Ifeanyi,Ogundipe,08056796524,33,Female,Kwara,Tertiary,12,True,1141137262,Sterling Bank,Medium,False,False
FARMER_809,Chinedu,Adebayo,08039392082,26,Male,Ebonyi,None,10,False,,,High,False,False
FARMER_810,Chijioke,Adeyemi,07088143867,21,Male,Ekiti,Primary,1,True,6452350537,GTBank,Low,True,True
FARMER_811,Bayo,Ibe,09018894487,32,Male,Niger,None,13,True,4463004018,Access Bank,High,True,False
FARMER_812,Amina,Okonkwo,09038653687,29,Male,Borno,None,8,False,,,Low,True,True
FARMER_813,Bayo,Adedoyin,09096761460,20,Female,Delta,Tertiary,6,False,,,Medium,True,True
FARMER_814,Zainab,Eze,08126301598,31,Female,Borno,None,1,True,6799336933,Wema Bank,Medium,True,True
FARMER_815,Amina,Onwudiwe,07038673472,34,Male,Kano,None,4,False,,,Medium,True,True
FARMER_816,Nneka,Ojo,08077141898,23,Female,Borno,Primary,5,True,4781725229,Ecobank,Medium,True,True
FARMER_817,Nneka,Balogun,07010056204,21,Female,Cross River,Tertiary,7,False,,,High,True,False
FARMER_818,Tunde,Ogundipe,09077144203,24,Female,Benue,Secondary,8,True,6001635390,Union Bank,Low,True,False
FARMER_819,Halima,Adeyemi,09060579842,34,Female,Enugu,Primary,9,True,2813947861,Union Bank,Medium,True,True
FARMER_820,Sola,Ibe,07081872418,33,Male,Ogun,Primary,12,True,5662440865,Union Bank,High,True,True
FARMER_821,Chinedu,Umeh,07089264412,32,Female,Adamawa,Primary,12,True,0497639127,Jaiz Bank,Medium,True,True
FARMER_822,Nneka,Eze,09072425604,25,Male,Borno,Tertiary,6,True,2245397695,Wema Bank,Medium,False,True
FARMER_823,Sola,Alabi,08079323450,25,Male,Ekiti,None,10,True,5078719034,Keystone Bank,Medium,False,True
